text,label
AIRTEL BONUS Mphotho: Tili ndi phukusi lanu pa border. Chonde lumikizanani ndi driver pa 098525__17.,spam
CASH AWARD Mphotho: Mwapatsidwa ndalama za Mtukula Pakhomo MK2 Million. Imbani 088977__83 kuti mutsimikizire.,spam
DELIVERY NOTICE Pali mphatso yomwe yatumizidwa kwa inu. Lumikizanani ndi nambala 098973__63 kuti mulandire.,spam
MIRACLE MONEY Mwayi Wanu: Mwayi wa ndalama watseguka lero. Tumizani uthenga ku 097546__72 kuti mulembetse.,spam
LUCKY DRAW Lero Lokha: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 098841__31 kuti akupatseni.,spam
MIRACLE CASH Mwapatsidwa mphotho ya MK2 Million. Chonde imbani 099778__13 musanathe nthawi.,spam
"CASH AWARD Mphotho: Miracle Money: Lowani lero ndipo mutha kupeza MK200,000. Imbani 089151__43.",spam
JB FOUNDATION Mwayi Wanu: Chuma Chachangu: anthu oyamba adzalandira MK5 Million. Joinani lero pa 097879__58.,spam
"MIRACLE MONEY Mphotho: Pulogalamu yathu ikupereka MK500,000 kwa omwe adalembetsa lero. Imbani 098119__79.",spam
AIRTEL BONUS Mwayi Wanu: Mwalandira uthenga wapadera wa thandizo la MK12 Million. Imbani 088872__13 kuti mudziwe zambiri.,spam
MONEY CENTER Tikufuna anthu ochepa okha kuti alowe mu program yathu. Mukalowa lero mupeza MK10.8 Million. Imbani 089229__70.,spam
TNM PROMO Mwayi Wanu: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK5 Million. Imbani 097885__57.,spam
"JB FOUNDATION Zachangu: Mwapambana mu promotion ya TNM. Lumikizanani pa 088692__13 kuti mutenge MK200,000.",spam
GOLDEN CASH Mphotho: Mwapambana ndalama mu mpikisano wa Airtel. Imbani 089177__85 kuti mutsimikizire mphotho.,spam
"MALAWI SUPPORT Mwayi Wanu: Mwapatsidwa ndalama za Mtukula Pakhomo MK150,000. Imbani 097970__97 kuti mutsimikizire.",spam
MONEY CENTER Zachangu: Ndalama za ntchito yomwe munalembapo zafika. Lumikizanani pa 097645__64.,spam
LUCKY DRAW Zachangu: Mwalandira uthenga wapadera wa thandizo la MK10 Million. Imbani 097112__63 kuti mudziwe zambiri.,spam
CASH AWARD Mphotho: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK1.5 Million. Imbani 098824__29.,spam
"GOLDEN CASH Zidziwitso: Tumizani K2,000 pa 098576__65 kuti mutsegule ndalama zanu za MK10.8 Million.",spam
AIRTEL BONUS Zidziwitso: Mwapambana ndalama mu mpikisano wa Airtel. Imbani 088385__67 kuti mutsimikizire mphotho.,spam
LUCKY DRAW Thandizo: Pulogalamu yathu ikupereka MK10.8 Million kwa omwe adalembetsa lero. Imbani 098444__13.,spam
"MTUKULA PAKHOMO Lero Lokha: Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK200,000. Imbani 089463__43.",spam
AIRTEL BONUS Zidziwitso: Mwapambana pa draw yathu! Mphotho yanu ndi MK10 Million. Tsimikizani pa 099295__20.,spam
MONEY CENTER Mphotho: Mwayi wa ndalama watseguka lero. Tumizani uthenga ku 089807__70 kuti mulembetse.,spam
CASH AWARD Thandizo: Mukufuna chuma mwachangu? Joinani gulu lathu la ndalama pa 088401__38. Mphotho mpaka MK5 Million.,spam
"DELIVERY NOTICE Mwayi Wanu: Mukufuna chuma mwachangu? Joinani gulu lathu la ndalama pa 099477__70. Mphotho mpaka MK500,000.",spam
GOLDEN CASH Lero Lokha: Muli pa mndandanda wa omwe adzalandire ndalama za COVID-19. Tsimikizani pa 099438__55.,spam
MTUKULA PAKHOMO Zidziwitso: Ndine driver amene ndanyamula katundu wanu. Imbani 089223__34 kuti tikonze delivery.,spam
"DELIVERY NOTICE CHOFUNIKA: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK250,000. Imbani 098383__85.",spam
"TNM PROMO Zidziwitso: Mwapambana mu promotion ya TNM. Lumikizanani pa 097332__56 kuti mutenge MK150,000.",spam
DELIVERY NOTICE Pali ndalama za MK10 Million zomwe zasungidwira inu. Tumizani account yanu kwa 097146__16.,spam
MALAWI SUPPORT CHOFUNIKA: Pali ndalama za MK12 Million zomwe zasungidwira inu. Tumizani account yanu kwa 088993__11.,spam
JB FOUNDATION Thandizo: Pali ndalama za MK5 Million zomwe zasungidwira inu. Tumizani account yanu kwa 097288__16.,spam
"MALAWI SUPPORT Thandizo: Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK150,000. Imbani 098603__19.",spam
"AIRTEL BONUS Miracle Money: Lowani lero ndipo mutha kupeza MK200,000. Imbani 099411__20.",spam
CASH AWARD Mphotho: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK10.8 Million. Imbani 099331__76.,spam
MALAWI SUPPORT Thandizo: Ndine driver amene ndanyamula katundu wanu. Imbani 098412__82 kuti tikonze delivery.,spam
"MIRACLE CASH Zachangu: Tikukudziwitsani kuti mwapatsidwa MK250,000 kuchokera ku program ya thandizo. Lumikizanani pa 089370__94.",spam
"CASH AWARD Mwayi Wanu: Tumizani K2,000 pa 088260__10 kuti mutsegule ndalama zanu za MK200,000.",spam
GOLDEN CASH Thandizo: Ndine driver amene ndanyamula katundu wanu. Imbani 089395__46 kuti tikonze delivery.,spam
"MALAWI SUPPORT Thandizo: Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK150,000. Imbani 089370__90.",spam
TNM PROMO Mwayi Wanu: Miracle Cash ikupereka MK2 Million kwa anthu osankhidwa. Tsimikizani pa 099330__92.,spam
"MALAWI SUPPORT CHOFUNIKA: Mwapambana pa draw yathu! Mphotho yanu ndi MK150,000. Tsimikizani pa 089911__49.",spam
GOLDEN CASH Zidziwitso: Mwayi wa ndalama watseguka lero. Tumizani uthenga ku 098805__48 kuti mulembetse.,spam
MALAWI SUPPORT Zidziwitso: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 098548__20 kuti akupatseni.,spam
AIRTEL BONUS Mphotho: Tikukudziwitsani kuti mwapatsidwa MK1.5 Million kuchokera ku program ya thandizo. Lumikizanani pa 097126__21.,spam
LUCKY DRAW Miracle Cash ikupereka MK12 Million kwa anthu osankhidwa. Tsimikizani pa 099141__32.,spam
LUCKY DRAW Thandizo: Muli pa mndandanda wa omwe adzalandire ndalama za COVID-19. Tsimikizani pa 099546__91.,spam
MIRACLE CASH Thandizo: Ndinu osankhidwa kulandira MK1.5 Million. Tumizani zambiri zanu pa 097428__95 kuti mutsimikizire.,spam
CASH AWARD CHOFUNIKA: Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK1.5 Million. Imbani 098395__94.,spam
MIRACLE CASH Mwapatsidwa ndalama za Mtukula Pakhomo MK5 Million. Imbani 097358__51 kuti mutsimikizire.,spam
MIRACLE MONEY Mphotho: Pulogalamu yathu ikupereka MK10 Million kwa omwe adalembetsa lero. Imbani 099573__62.,spam
AIRTEL BONUS Lero Lokha: Tikufuna anthu ochepa okha kuti alowe mu program yathu. Mukalowa lero mupeza MK10.8 Million. Imbani 098878__16.,spam
"MONEY CENTER CHOFUNIKA: Mwapambana pa draw yathu! Mphotho yanu ndi MK500,000. Tsimikizani pa 098224__13.",spam
"CASH AWARD Mwayi Wanu: Mwapambana mu promotion ya TNM. Lumikizanani pa 099114__80 kuti mutenge MK200,000.",spam
"LUCKY DRAW Mwayi Wanu: Ndinu osankhidwa kulandira MK150,000. Tumizani zambiri zanu pa 088763__29 kuti mutsimikizire.",spam
LUCKY DRAW Zidziwitso: Mukufuna chuma mwachangu? Joinani gulu lathu la ndalama pa 097525__71. Mphotho mpaka MK10 Million.,spam
DELIVERY NOTICE Thandizo: Ndalama zanu za MK10 Million zakonzeka. Lumikizanani ndi wothandizira pa 098295__86.,spam
JB FOUNDATION CHOFUNIKA: Mwayi wa ndalama watseguka lero. Tumizani uthenga ku 098448__74 kuti mulembetse.,spam
"MALAWI SUPPORT Mwapatsidwa ndalama za Mtukula Pakhomo MK500,000. Imbani 097957__85 kuti mutsimikizire.",spam
"MTUKULA PAKHOMO Thandizo: Miracle Cash ikupereka MK200,000 kwa anthu osankhidwa. Tsimikizani pa 099595__54.",spam
MALAWI SUPPORT Mphotho: Bungwe lathu lasankha inu kuti mulandire MK5 Million. Tumizani zambiri pa 089814__40.,spam
GOLDEN CASH Mwayi Wanu: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 097862__70 kuti akupatseni.,spam
TNM PROMO Mphotho: Ndalama za ntchito yomwe munalembapo zafika. Lumikizanani pa 089607__14.,spam
MIRACLE MONEY Lero Lokha: Muli pa mndandanda wa omwe adzalandire ndalama za COVID-19. Tsimikizani pa 088638__68.,spam
JB FOUNDATION CHOFUNIKA: Mwayi wa ndalama watseguka lero. Tumizani uthenga ku 089176__70 kuti mulembetse.,spam
DELIVERY NOTICE Mphotho: Chuma Chachangu: anthu oyamba adzalandira MK12 Million. Joinani lero pa 097972__96.,spam
MIRACLE MONEY Lero Lokha: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 098993__79 kuti akupatseni.,spam
"CASH AWARD Zachangu: Mwapambana mu promotion ya TNM. Lumikizanani pa 097332__21 kuti mutenge MK250,000.",spam
MTUKULA PAKHOMO Zachangu: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK5 Million. Imbani 097129__15.,spam
AIRTEL BONUS Ndalama za ntchito yomwe munalembapo zafika. Lumikizanani pa 097541__28.,spam
MIRACLE CASH Mphotho: Muli pa mndandanda wa omwe adzalandire ndalama za COVID-19. Tsimikizani pa 089274__32.,spam
TNM PROMO Mphotho: Mwapambana mu promotion ya TNM. Lumikizanani pa 089609__84 kuti mutenge MK10.8 Million.,spam
MIRACLE MONEY Thandizo: Ndalama zanu za MK12 Million zakonzeka. Lumikizanani ndi wothandizira pa 098361__95.,spam
"LUCKY DRAW Thandizo: Chonde tumizani nambala ya account yanu ku 099261__19 kuti tikutumizireni MK500,000.",spam
AIRTEL BONUS Zidziwitso: Mwalandira uthenga wapadera wa thandizo la MK12 Million. Imbani 097567__48 kuti mudziwe zambiri.,spam
MALAWI SUPPORT Thandizo: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 098685__55 kuti akupatseni.,spam
"MALAWI SUPPORT Zidziwitso: Pali ndalama za MK100,000 zomwe zasungidwira inu. Tumizani account yanu kwa 098381__11.",spam
AIRTEL BONUS Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK10.8 Million. Imbani 098952__46.,spam
"MONEY CENTER Lero Lokha: Mwapambana mu promotion ya TNM. Lumikizanani pa 089735__42 kuti mutenge MK250,000.",spam
MIRACLE MONEY CHOFUNIKA: Pulogalamu yathu ikupereka MK12 Million kwa omwe adalembetsa lero. Imbani 088416__66.,spam
TNM PROMO Lero Lokha: Mwapambana ndalama mu mpikisano wa Airtel. Imbani 097434__63 kuti mutsimikizire mphotho.,spam
TNM PROMO CHOFUNIKA: Tikufuna anthu ochepa okha kuti alowe mu program yathu. Mukalowa lero mupeza MK10 Million. Imbani 099613__44.,spam
"LUCKY DRAW Thandizo: Mwapambana pa draw yathu! Mphotho yanu ndi MK500,000. Tsimikizani pa 097923__24.",spam
"MTUKULA PAKHOMO CHOFUNIKA: Ndinu osankhidwa kulandira MK250,000. Tumizani zambiri zanu pa 098966__81 kuti mutsimikizire.",spam
"MTUKULA PAKHOMO Mphotho: Ndinu osankhidwa kulandira MK100,000. Tumizani zambiri zanu pa 099226__68 kuti mutsimikizire.",spam
AIRTEL BONUS Zidziwitso: Miracle Cash ikupereka MK10.8 Million kwa anthu osankhidwa. Tsimikizani pa 097210__96.,spam
MONEY CENTER Pali mphatso yomwe yatumizidwa kwa inu. Lumikizanani ndi nambala 097724__38 kuti mulandire.,spam
"MIRACLE MONEY Thandizo: Ndinu osankhidwa kulandira MK500,000. Tumizani zambiri zanu pa 098219__27 kuti mutsimikizire.",spam
TNM PROMO Zidziwitso: Tikukudziwitsani kuti mwapatsidwa MK5 Million kuchokera ku program ya thandizo. Lumikizanani pa 088340__78.,spam
GOLDEN CASH Thandizo: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 099529__85 kuti akupatseni.,spam
MALAWI SUPPORT CHOFUNIKA: Mwayi wa ndalama watseguka lero. Tumizani uthenga ku 088953__72 kuti mulembetse.,spam
LUCKY DRAW Zidziwitso: Tili ndi phukusi lanu pa border. Chonde lumikizanani ndi driver pa 097322__66.,spam
"MTUKULA PAKHOMO Lero Lokha: Ndalama zanu za MK150,000 zakonzeka. Lumikizanani ndi wothandizira pa 097657__92.",spam
"MIRACLE CASH Mphotho: Tikukudziwitsani kuti mwapatsidwa MK500,000 kuchokera ku program ya thandizo. Lumikizanani pa 088968__68.",spam
MTUKULA PAKHOMO Mwayi Wanu: Miracle Cash ikupereka MK12 Million kwa anthu osankhidwa. Tsimikizani pa 099121__16.,spam
AIRTEL BONUS CHOFUNIKA: Ndalama zanu za MK10.8 Million zakonzeka. Lumikizanani ndi wothandizira pa 088949__80.,spam
MIRACLE MONEY Mwayi Wanu: Mwapambana ndalama mu mpikisano wa Airtel. Imbani 089907__86 kuti mutsimikizire mphotho.,spam
"MIRACLE CASH CHOFUNIKA: Mwapambana pa draw yathu! Mphotho yanu ndi MK200,000. Tsimikizani pa 097917__32.",spam
"MALAWI SUPPORT Miracle Cash ikupereka MK200,000 kwa anthu osankhidwa. Tsimikizani pa 097908__40.",spam
"DELIVERY NOTICE Chuma Chachangu: anthu oyamba adzalandira MK200,000. Joinani lero pa 088229__63.",spam
MIRACLE CASH Zachangu: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK5 Million. Imbani 097625__85.,spam
MONEY CENTER Mwayi Wanu: Ndine driver amene ndanyamula katundu wanu. Imbani 099408__68 kuti tikonze delivery.,spam
LUCKY DRAW Mwapambana K5 Million! Imbani pa 098802__23 kuti mulandire mphotho yanu lero.,spam
"MIRACLE CASH Thandizo: Mukufuna chuma mwachangu? Joinani gulu lathu la ndalama pa 097722__28. Mphotho mpaka MK150,000.",spam
CASH AWARD Zidziwitso: Mwapatsidwa mphotho ya MK10.8 Million. Chonde imbani 099661__51 musanathe nthawi.,spam
GOLDEN CASH Zidziwitso: Mwapambana mu promotion ya TNM. Lumikizanani pa 099540__22 kuti mutenge MK5 Million.,spam
LUCKY DRAW Mwayi Wanu: Mwayi wanu wafika! Lowani mu program yathu ndipo mupeza MK2 Million. Imbani 089523__53.,spam
JB FOUNDATION Mphotho: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 098420__95 kuti akupatseni.,spam
MIRACLE CASH CHOFUNIKA: Mwalandira uthenga wapadera wa thandizo la MK12 Million. Imbani 088193__20 kuti mudziwe zambiri.,spam
DELIVERY NOTICE Zachangu: Tili ndi phukusi lanu pa border. Chonde lumikizanani ndi driver pa 099161__85.,spam
CASH AWARD Lero Lokha: Bungwe lathu lasankha inu kuti mulandire MK12 Million. Tumizani zambiri pa 098462__95.,spam
"MALAWI SUPPORT Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK500,000. Imbani 097460__23.",spam
MTUKULA PAKHOMO Mwayi Wanu: Muli pa mndandanda wa omwe adzalandire ndalama za COVID-19. Tsimikizani pa 098329__23.,spam
"DELIVERY NOTICE Lero Lokha: Dzina lanu lili pa mndandanda wa opindula. Mutha kulandira MK150,000. Imbani 099331__64.",spam
JB FOUNDATION Pulogalamu yathu ikupereka MK10.8 Million kwa omwe adalembetsa lero. Imbani 097129__33.,spam
MALAWI SUPPORT Zidziwitso: Mukufuna chuma mwachangu? Joinani gulu lathu la ndalama pa 088285__28. Mphotho mpaka MK1.5 Million.,spam
"AIRTEL BONUS Mphotho: Miracle Cash ikupereka MK150,000 kwa anthu osankhidwa. Tsimikizani pa 088193__77.",spam
GOLDEN CASH Mphotho: Katundu wanu wafika kuchokera ku South Africa. Imbani driver pa 089478__49 kuti akupatseni.,spam
